Lateral um,Raw Nanometer
4388.3,-2078.86
4391.4,-2079.96
4394.5,-2082.29
4397.7,-2085.09
4400.8,-2087.46
4403.9,-2088.96
4407.0,-2091.08
4410.2,-2093.09
4413.3,-2093.53
4416.4,-2093.42
4419.6,-2093.79
4422.7,-2094.97
4425.8,-2096.03
4428.9,-2096.28
4432.1,-2097.84
4435.2,-2099.77
4438.3,-2101.10
4441.4,-2103.76
4444.6,-2105.93
4447.7,-2108.45
4450.8,-2109.07
4454.0,-2110.11
4457.1,-2111.36
4460.2,-2111.26
4463.3,-2109.79
4466.5,-2108.36
4469.6,-2107.30
4472.7,-2106.11
4475.9,-2105.63
4479.0,-2105.16
4482.1,-2104.79
4485.2,-2105.09
4488.4,-2105.78
4491.5,-2105.80
4494.6,-2106.66
4497.7,-2107.35
4500.9,-2107.24
4504.0,-2107.04
4507.1,-2106.40
4510.3,-2107.50
4513.4,-2107.82
4516.5,-2109.18
4519.6,-2109.18
4522.8,-2109.31
4525.9,-2108.05
4529.0,-2106.98
4532.1,-2105.97
4535.3,-2105.12
4538.4,-2104.74
4541.5,-2105.85
4544.7,-2106.57
4547.8,-2107.81
4550.9,-2109.01
4554.0,-2108.22
4557.2,-2107.09
4560.3,-2103.87
4563.4,-2101.77
4566.6,-2101.36
4569.7,-2101.15
4572.8,-2100.49
4575.9,-2100.57
4579.1,-2101.29
4582.2,-2101.19
4585.3,-2103.03
4588.4,-2106.54
4591.6,-2110.39
4594.7,-2113.76
4597.8,-2118.73
4601.0,-2122.57
4604.1,-2125.13
4607.2,-2127.51
4610.3,-2129.32
4613.5,-2130.39
4616.6,-2132.28
4619.7,-2134.72
4622.9,-2138.03
4626.0,-2140.21
4629.1,-2143.91
4632.2,-2145.90
4635.4,-2147.06
4638.5,-2147.22
4641.6,-2147.50
4644.8,-2147.44
4647.9,-2147.88
4651.0,-2148.44
4654.1,-2148.89
4657.3,-2148.95
4660.4,-2148.77
4663.5,-2148.88
4666.6,-2147.94
4669.8,-2147.64
4672.9,-2148.29
4676.0,-2148.38
4679.2,-2148.23
4682.3,-2147.66
4685.4,-2147.23
4688.5,-2146.68
4691.7,-2145.91
4694.8,-2146.54
4697.9,-2147.76
4701.1,-2150.33
4704.2,-2151.81
4707.3,-2153.80
4710.4,-2154.47
4713.6,-2155.24
4716.7,-2155.26
4719.8,-2156.00
4722.9,-2155.98
4726.1,-2156.13
4729.2,-2156.33
4732.3,-2156.16
4735.5,-2155.76
4738.6,-2155.86
4741.7,-2156.19
4744.8,-2156.48
4748.0,-2156.89
4751.1,-2157.30
4754.2,-2157.28
4757.4,-2157.00
4760.5,-2156.49
4763.6,-2155.84
4766.7,-2156.65
4769.9,-2157.09
4773.0,-2158.23
4776.1,-2158.84
4779.2,-2159.52
4782.4,-2159.55
4785.5,-2160.07
4788.6,-2159.99
4791.8,-2160.62
4794.9,-2161.38
4798.0,-2162.47
4801.1,-2163.01
4804.3,-2163.27
4807.4,-2162.79
4810.5,-2162.63
4813.6,-2162.70
4816.8,-2162.95
4819.9,-2163.51
4823.0,-2164.25
4826.2,-2164.11
4829.3,-2163.48
4832.4,-2163.03
4835.5,-2162.69
4838.7,-2163.10
4841.8,-2164.39
4844.9,-2165.39
4848.1,-2166.15
4851.2,-2166.49
4854.3,-2166.48
4857.4,-2166.32
4860.6,-2166.87
4863.7,-2167.46
4866.8,-2168.43
4869.9,-2169.33
4873.1,-2170.18
4876.2,-2170.46
4879.3,-2170.57
4882.5,-2170.63
4885.6,-2170.97
4888.7,-2172.04
4891.8,-2172.85
4895.0,-2173.52
4898.1,-2174.12
4901.2,-2174.16
4904.4,-2174.22
4907.5,-2174.52
4910.6,-2174.62
4913.7,-2175.02
4916.9,-2175.97
4920.0,-2176.75
4923.1,-2177.70
4926.3,-2178.29
4929.4,-2178.79
4932.5,-2179.08
4935.6,-2179.29
4938.8,-2179.68
4941.9,-2180.10
4945.0,-2180.92
4948.1,-2181.50
4951.3,-2182.15
4954.4,-2182.31
4957.5,-2182.34
4960.7,-2182.44
4963.8,-2183.07
4966.9,-2183.55
4970.0,-2184.41
4973.2,-2185.21
4976.3,-2185.79
4979.4,-2185.91
4982.6,-2186.37
4985.7,-2186.94
4988.8,-2187.85
4991.9,-2189.02
4995.1,-2190.12
4998.2,-2190.72
5001.3,-2191.60
5004.4,-2191.99
5007.6,-2192.68
5010.7,-2193.63
5013.8,-2194.70
5017.0,-2195.91
5020.1,-2196.80
5023.2,-2196.98
5026.3,-2197.26
5029.5,-2197.64
5032.6,-2198.00
5035.7,-2198.12
5038.9,-2198.69
5042.0,-2198.44
5045.1,-2197.84
5048.2,-2196.60
5051.4,-2195.17
5054.5,-2193.71
5057.6,-2192.21
5060.7,-2190.23
5063.9,-2188.10
5067.0,-2185.30
5070.1,-2182.22
5073.3,-2178.73
5076.4,-2175.06
5079.5,-2171.17
5082.6,-2167.67
5085.8,-2164.51
5088.9,-2161.28
5092.0,-2157.32
5095.1,-2152.77
5098.3,-2147.05
5101.4,-2140.28
5104.5,-2133.31
5107.7,-2125.63
5110.8,-2117.81
5113.9,-2109.57
5117.0,-2101.03
5120.2,-2092.03
5123.3,-2082.85
5126.4,-2073.58
5129.6,-2064.63
5132.7,-2056.27
5135.8,-2048.01
5138.9,-2040.44
5142.1,-2033.30
5145.2,-2025.90
5148.3,-2018.50
5151.4,-2011.16
5154.6,-2003.89
5157.7,-1996.35
5160.8,-1989.34
5164.0,-1981.68
5167.1,-1973.82
5170.2,-1965.58
5173.3,-1956.99
5176.5,-1948.35
5179.6,-1939.82
5182.7,-1931.75
5185.9,-1923.59
5189.0,-1915.93
5192.1,-1907.89
5195.2,-1899.49
5198.4,-1890.84
5201.5,-1882.37
5204.6,-1874.58
5207.8,-1868.11
5210.9,-1861.81
5214.0,-1855.67
5217.1,-1849.47
5220.3,-1842.96
5223.4,-1836.17
5226.5,-1830.30
5229.6,-1825.15
5232.8,-1820.79
5235.9,-1817.33
5239.0,-1814.20
5242.2,-1811.17
5245.3,-1808.38
5248.4,-1806.15
5251.5,-1804.44
5254.7,-1803.80
5257.8,-1803.93
5260.9,-1804.51
5264.1,-1805.88
5267.2,-1807.02
5270.3,-1808.80
5273.4,-1811.02
5276.6,-1814.10
5279.7,-1817.99
5282.8,-1822.90
5285.9,-1828.06
5289.1,-1833.21
5292.2,-1839.03
5295.3,-1844.74
5298.5,-1851.12
5301.6,-1857.53
5304.7,-1864.98
5307.8,-1872.51
5311.0,-1881.11
5314.1,-1889.80
5317.2,-1898.87
5320.4,-1908.07
5323.5,-1917.45
5326.6,-1927.02
5329.7,-1937.66
5332.9,-1948.17
5336.0,-1958.79
5339.1,-1969.30
5342.2,-1979.77
5345.4,-1990.22
5348.5,-2001.13
5351.6,-2012.00
5354.8,-2022.65
5357.9,-2033.64
5361.0,-2044.34
5364.1,-2054.61
5367.3,-2064.51
5370.4,-2074.09
5373.5,-2083.30
5376.6,-2092.43
5379.8,-2101.53
5382.9,-2111.18
5386.0,-2120.56
5389.2,-2129.55
5392.3,-2138.18
5395.4,-2146.14
5398.5,-2153.58
5401.7,-2161.06
5404.8,-2169.33
5407.9,-2177.66
5411.1,-2185.21
5414.2,-2193.01
5417.3,-2200.00
5420.4,-2206.91
5423.6,-2213.78
5426.7,-2220.36
5429.8,-2226.64
5432.9,-2232.55
5436.1,-2237.52
5439.2,-2241.61
5442.3,-2245.07
5445.5,-2247.48
5448.6,-2249.55
5451.7,-2251.79
5454.8,-2253.84
5458.0,-2255.26
5461.1,-2256.37
5464.2,-2257.12
5467.4,-2257.14
5470.5,-2257.45
5473.6,-2257.24
5476.7,-2257.25
5479.9,-2257.63
5483.0,-2257.69
5486.1,-2257.36
5489.3,-2256.82
5492.4,-2256.17
5495.5,-2255.56
5498.6,-2255.43
5501.8,-2255.61
5504.9,-2255.75
5508.0,-2255.81
5511.1,-2255.61
5514.3,-2255.26
5517.4,-2255.09
5520.5,-2254.63
5523.7,-2254.64
5526.8,-2254.77
5529.9,-2254.58
5533.0,-2254.19
5536.2,-2253.87
5539.3,-2253.21
5542.4,-2252.75
5545.6,-2252.74
5548.7,-2252.77
5551.8,-2253.13
5554.9,-2253.00
5558.1,-2252.83
5561.2,-2252.10
5564.3,-2251.89
5567.4,-2251.57
5570.6,-2251.45
5573.7,-2251.78
5576.8,-2251.92
5580.0,-2252.02
5583.1,-2251.96
5586.2,-2251.43
5589.3,-2250.91
5592.5,-2250.86
5595.6,-2250.67
5598.7,-2250.91
5601.9,-2251.69
5605.0,-2252.14
5608.1,-2252.43
5611.2,-2252.41
5614.4,-2252.80
5617.5,-2252.65
5620.6,-2252.98
5623.7,-2253.60
5626.9,-2254.21
5630.0,-2254.65
5633.1,-2254.75
5636.3,-2254.72
5639.4,-2254.67
5642.5,-2254.50
5645.6,-2254.68
5648.8,-2255.10
5651.9,-2255.39
5655.0,-2255.57
5658.1,-2255.82
5661.3,-2255.70
5664.4,-2255.35
5667.5,-2255.14
5670.7,-2255.61
5673.8,-2256.10
5676.9,-2256.72
5680.0,-2257.06
5683.2,-2257.28
5686.3,-2256.86
5689.4,-2256.62
5692.6,-2256.46
5695.7,-2256.94
5698.8,-2257.35
5701.9,-2257.64
5705.1,-2257.56
5708.2,-2257.17
5711.3,-2256.94
5714.4,-2256.80
5717.6,-2257.03
5720.7,-2257.59
5723.8,-2258.42
5727.0,-2258.61
5730.1,-2258.57
5733.2,-2258.56
5736.3,-2258.53
5739.5,-2258.37
5742.6,-2258.74
5745.7,-2259.43
5748.9,-2259.84
5752.0,-2259.78
5755.1,-2259.61
5758.2,-2259.09
5761.4,-2258.93
5764.5,-2259.37
5767.6,-2260.26
5770.8,-2261.37
5773.9,-2261.96
5777.0,-2261.83
5780.1,-2261.47
5783.3,-2260.99
5786.4,-2260.61
5789.5,-2261.17
5792.6,-2261.72
5795.8,-2262.27
5798.9,-2262.40
5802.0,-2262.44
5805.2,-2262.12
5808.3,-2261.96
5811.4,-2262.12
5814.5,-2262.68
5817.7,-2263.65
5820.8,-2264.55
5823.9,-2265.06
5827.1,-2265.54
5830.2,-2265.59
5833.3,-2265.20
5836.4,-2265.18
5839.6,-2265.42
5842.7,-2265.92
5845.8,-2266.14
5848.9,-2266.07
5852.1,-2265.55
5855.2,-2265.32
5858.3,-2265.06
5861.5,-2264.76
5864.6,-2264.70
5867.7,-2265.08
5870.8,-2265.12
5874.0,-2264.93
5877.1,-2264.87
5880.2,-2264.40
5883.4,-2264.06
5886.5,-2263.79
5889.6,-2263.81
5892.7,-2264.12
5895.9,-2264.09
5899.0,-2263.94
5902.1,-2263.96
5905.2,-2263.59
5908.4,-2263.19
5911.5,-2263.65
5914.6,-2264.07
5917.8,-2264.75
5920.9,-2265.13
5924.0,-2265.56
5927.1,-2265.24
5930.3,-2265.22
5933.4,-2265.59
5936.5,-2266.12
5939.6,-2267.00
5942.8,-2267.72
5945.9,-2268.17
5949.0,-2268.60
5952.2,-2268.32
5955.3,-2268.18
5958.4,-2268.36
5961.5,-2269.02
5964.7,-2269.68
5967.8,-2270.26
5970.9,-2270.27
5974.1,-2269.68
5977.2,-2269.66
5980.3,-2269.92
5983.4,-2270.01
5986.6,-2270.58
5989.7,-2271.43
5992.8,-2271.81
5995.9,-2272.22
5999.1,-2271.87
6002.2,-2271.47
6005.3,-2271.21
6008.5,-2271.54
6011.6,-2271.96
6014.7,-2272.88
6017.8,-2273.10
6021.0,-2273.42
6024.1,-2273.02
6027.2,-2273.21
6030.4,-2273.23
6033.5,-2274.27
6036.6,-2275.22
6039.7,-2276.11
6042.9,-2276.87
6046.0,-2277.29
6049.1,-2276.76
6052.3,-2276.60
6055.4,-2276.63
6058.5,-2277.07
6061.6,-2277.94
6064.8,-2278.85
6067.9,-2279.15
6071.0,-2279.07
6074.1,-2278.49
6077.3,-2277.74
6080.4,-2277.01
6083.5,-2276.39
6086.7,-2275.31
6089.8,-2273.94
6092.9,-2272.48
6096.0,-2270.24
6099.2,-2267.80
6102.3,-2264.95
6105.4,-2261.78
6108.6,-2258.99
6111.7,-2256.04
6114.8,-2252.73
6117.9,-2248.64
6121.1,-2244.47
6124.2,-2240.26
6127.3,-2236.57
6130.4,-2233.47
6133.6,-2230.88
6136.7,-2228.71
6139.8,-2226.44
6143.0,-2224.17
6146.1,-2220.68
6149.2,-2217.21
6152.3,-2213.52
6155.5,-2210.29
6158.6,-2206.26
6161.7,-2201.98
6164.9,-2197.12
6168.0,-2191.37
6171.1,-2184.74
6174.2,-2178.24
6177.4,-2172.07
6180.5,-2166.31
6183.6,-2160.70
6186.7,-2155.36
6189.9,-2149.90
6193.0,-2144.02
6196.1,-2137.68
6199.3,-2131.42
6202.4,-2125.98
6205.5,-2120.71
6208.6,-2115.88
6211.8,-2111.32
6214.9,-2106.50
6218.0,-2101.32
6221.1,-2096.45
6224.3,-2091.90
6227.4,-2087.18
6230.5,-2082.94
6233.7,-2078.52
6236.8,-2074.02
6239.9,-2069.24
6243.0,-2064.25
6246.2,-2058.77
6249.3,-2053.56
6252.4,-2048.48
6255.6,-2043.36
6258.7,-2038.37
6261.8,-2033.60
6264.9,-2028.80
6268.1,-2024.22
6271.2,-2019.60
6274.3,-2015.08
6277.4,-2010.73
6280.6,-2006.39
6283.7,-2001.44
6286.8,-1996.67
6290.0,-1991.51
6293.1,-1986.19
6296.2,-1980.53
6299.3,-1976.03
6302.5,-1971.37
6305.6,-1967.82
6308.7,-1964.37
6311.9,-1960.66
6315.0,-1956.59
6318.1,-1952.50
6321.2,-1948.04
6324.4,-1944.20
6327.5,-1940.66
6330.6,-1937.96
6333.8,-1934.97
6336.9,-1932.18
6340.0,-1929.32
6343.1,-1926.85
6346.3,-1924.64
6349.4,-1922.89
6352.5,-1921.81
6355.6,-1921.77
6358.8,-1921.37
6361.9,-1921.03
6365.0,-1920.45
6368.2,-1919.39
6371.3,-1918.56
6374.4,-1918.41
6377.5,-1918.17
6380.7,-1918.12
6383.8,-1918.05
6386.9,-1918.21
6390.1,-1918.19
6393.2,-1918.83
6396.3,-1919.92
6399.4,-1921.77
6402.6,-1924.12
6405.7,-1926.54
6408.8,-1929.33
6411.9,-1932.07
6415.1,-1934.38
6418.2,-1937.24
6421.3,-1940.06
6424.5,-1943.08
6427.6,-1946.12
6430.7,-1949.37
6433.8,-1951.76
6437.0,-1954.36
6440.1,-1956.60
6443.2,-1959.24
6446.4,-1961.96
6449.5,-1966.01
6452.6,-1970.09
6455.7,-1974.48
6458.9,-1978.78
6462.0,-1982.78
6465.1,-1987.09
6468.2,-1991.68
6471.4,-1996.58
6474.5,-2001.97
6477.6,-2007.38
6480.8,-2012.74
6483.9,-2018.28
6487.0,-2023.74
6490.1,-2029.72
6493.3,-2035.77
6496.4,-2042.74
6499.5,-2049.92
6502.6,-2057.38
6505.8,-2064.95
6508.9,-2071.65
6512.0,-2078.35
6515.2,-2084.98
6518.3,-2091.77
6521.4,-2099.45
6524.5,-2107.57
6527.7,-2115.84
6530.8,-2124.71
6533.9,-2133.85
6537.1,-2142.99
6540.2,-2152.33
6543.3,-2161.51
6546.4,-2170.45
6549.6,-2179.64
6552.7,-2189.27
6555.8,-2198.75
6558.9,-2208.15
6562.1,-2217.77
6565.2,-2226.62
6568.3,-2235.18
6571.5,-2243.21
6574.6,-2249.80
6577.7,-2255.22
6580.8,-2259.66
6584.0,-2262.97
6587.1,-2265.66
6590.2,-2267.71
6593.4,-2269.31
6596.5,-2270.89
6599.6,-2272.13
6602.7,-2272.36
6605.9,-2272.43
6609.0,-2272.21
6612.1,-2271.90
6615.3,-2271.61
6618.4,-2271.95
6621.5,-2271.68
6624.6,-2271.60
6627.8,-2271.06
6630.9,-2270.37
6634.0,-2269.26
6637.1,-2268.32
6640.3,-2267.42
6643.4,-2267.11
6646.5,-2266.92
6649.7,-2266.51
6652.8,-2265.71
6655.9,-2264.90
6659.0,-2263.85
6662.2,-2263.50
6665.3,-2263.70
6668.4,-2263.80
6671.6,-2263.61
6674.7,-2263.35
6677.8,-2262.85
6680.9,-2262.40
6684.1,-2262.34
6687.2,-2262.10
6690.3,-2262.01
6693.4,-2262.24
6696.6,-2262.32
6699.7,-2262.11
6702.8,-2261.82
6706.0,-2261.55
6709.1,-2260.84
6712.2,-2260.52
6715.3,-2260.42
6718.5,-2260.66
6721.6,-2260.77
6724.7,-2260.68
6727.9,-2260.37
6731.0,-2259.92
6734.1,-2259.32
6737.2,-2258.73
6740.4,-2258.24
6743.5,-2257.98
6746.6,-2257.48
6749.7,-2257.12
6752.9,-2256.28
6756.0,-2255.23
6759.1,-2254.18
6762.3,-2251.32
6765.4,-2246.05
6768.5,-2239.05
6771.6,-2230.59
6774.8,-2221.59
6777.9,-2212.45
6781.0,-2203.06
6784.1,-2194.44
6787.3,-2186.38
6790.4,-2178.90
6793.5,-2171.95
6796.7,-2165.50
6799.8,-2158.85
6802.9,-2152.89
6806.0,-2146.37
6809.2,-2139.71
6812.3,-2132.79
6815.4,-2126.65
6818.6,-2120.18
6821.7,-2113.60
6824.8,-2106.95
6827.9,-2100.99
6831.1,-2095.24
6834.2,-2090.53
6837.3,-2086.58
6840.4,-2083.03
6843.6,-2079.55
6846.7,-2075.45
6849.8,-2071.53
6853.0,-2067.87
6856.1,-2064.67
6859.2,-2061.91
6862.3,-2059.63
6865.5,-2057.39
6868.6,-2054.86
6871.7,-2052.67
6874.9,-2050.16
6878.0,-2047.54
6881.1,-2044.57
6884.2,-2040.97
6887.4,-2037.00
6890.5,-2032.62
6893.6,-2027.96
6896.8,-2023.35
6899.9,-2019.16
6903.0,-2015.02
6906.1,-2011.25
6909.3,-2008.09
6912.4,-2004.93
6915.5,-2001.87
6918.6,-1999.04
6921.8,-1996.15
6924.9,-1993.06
6928.0,-1990.47
6931.2,-1987.61
6934.3,-1985.39
6937.4,-1983.91
6940.5,-1982.09
6943.7,-1979.75
6946.8,-1977.17
6949.9,-1973.72
6953.1,-1970.12
6956.2,-1966.56
6959.3,-1963.35
6962.4,-1959.97
6965.6,-1957.07
6968.7,-1953.19
6971.8,-1948.75
6974.9,-1943.77
6978.1,-1938.29
6981.2,-1932.54
6984.3,-1927.29
6987.5,-1921.41
6990.6,-1915.67
6993.7,-1910.12
6996.8,-1904.32
7000.0,-1898.32
7003.1,-1893.06
7006.2,-1888.27
7009.4,-1883.95
7012.5,-1880.17
7015.6,-1876.90
7018.7,-1873.23
7021.9,-1869.48
7025.0,-1865.56
7028.1,-1861.99
7031.2,-1859.08
7034.4,-1856.17
7037.5,-1853.27
7040.6,-1850.18
7043.8,-1847.00
7046.9,-1843.97
7050.0,-1841.02
7053.1,-1838.12
7056.3,-1835.24
7059.4,-1832.54
7062.5,-1829.12
7065.6,-1824.82
7068.8,-1820.15
7071.9,-1814.86
7075.0,-1810.03
7078.2,-1805.76
7081.3,-1802.06
7084.4,-1798.46
7087.5,-1794.87
7090.7,-1790.79
7093.8,-1786.80
7096.9,-1782.85
7100.1,-1778.98
7103.2,-1775.59
7106.3,-1772.65
7109.4,-1769.61
7112.6,-1766.60
7115.7,-1762.82
7118.8,-1758.59
7121.9,-1753.95
7125.1,-1750.01
7128.2,-1745.54
7131.3,-1741.51
7134.5,-1737.80
7137.6,-1733.87
7140.7,-1729.27
7143.8,-1724.61
7147.0,-1719.86
7150.1,-1715.63
7153.2,-1712.04
7156.4,-1708.58
7159.5,-1705.49
7162.6,-1702.15
7165.7,-1698.01
7168.9,-1693.97
7172.0,-1689.61
7175.1,-1685.89
7178.3,-1681.86
7181.4,-1678.72
7184.5,-1675.01
7187.6,-1671.39
7190.8,-1666.99
7193.9,-1662.18
7197.0,-1656.85
7200.1,-1652.29
7203.3,-1647.46
7206.4,-1643.07
7209.5,-1638.74
7212.7,-1634.29
7215.8,-1629.43
7218.9,-1624.31
7222.0,-1619.30
7225.2,-1614.67
7228.3,-1610.36
7231.4,-1605.71
7234.6,-1600.99
7237.7,-1596.45
7240.8,-1591.85
7243.9,-1586.90
7247.1,-1582.53
7250.2,-1578.20
7253.3,-1574.28
7256.4,-1570.54
7259.6,-1566.70
7262.7,-1562.77
7265.8,-1558.61
7269.0,-1554.31
7272.1,-1550.58
7275.2,-1547.29
7278.3,-1544.44
7281.5,-1541.37
7284.6,-1538.37
7287.7,-1534.98
7290.9,-1532.11
7294.0,-1529.24
7297.1,-1527.27
7300.2,-1525.35
7303.4,-1524.18
7306.5,-1522.21
7309.6,-1520.12
7312.7,-1517.70
7315.9,-1515.44
7319.0,-1512.67
7322.1,-1510.60
7325.3,-1508.13
7328.4,-1505.85
7331.5,-1503.27
7334.6,-1500.86
7337.8,-1497.88
7340.9,-1495.31
7344.0,-1492.57
7347.1,-1490.44
7350.3,-1488.76
7353.4,-1487.13
7356.5,-1485.53
7359.7,-1483.85
7362.8,-1481.67
7365.9,-1479.27
7369.0,-1477.59
7372.2,-1475.76
7375.3,-1474.40
7378.4,-1473.26
7381.6,-1472.02
7384.7,-1470.43
7387.8,-1468.64
7390.9,-1466.84
7394.1,-1464.86
7397.2,-1463.07
7400.3,-1461.57
7403.4,-1459.67
7406.6,-1458.28
7409.7,-1456.08
7412.8,-1453.66
7416.0,-1451.26
7419.1,-1449.18
7422.2,-1447.21
7425.3,-1446.04
7428.5,-1444.53
7431.6,-1442.49
7434.7,-1440.26
7437.9,-1438.51
7441.0,-1436.21
7444.1,-1434.56
7447.2,-1433.24
7450.4,-1432.08
7453.5,-1430.60
7456.6,-1429.21
7459.8,-1426.77
7462.9,-1424.62
7466.0,-1422.48
7469.1,-1420.83
7472.3,-1419.78
7475.4,-1419.01
7478.5,-1418.05
7481.6,-1416.59
7484.8,-1415.19
7487.9,-1414.07
7491.0,-1413.95
7494.2,-1414.33
7497.3,-1415.01
7500.4,-1415.95
7503.5,-1416.04
7506.7,-1415.99
7509.8,-1415.56
7512.9,-1415.46
7516.1,-1415.69
7519.2,-1416.67
7522.3,-1417.94
7525.4,-1419.34
7528.6,-1420.58
7531.7,-1421.70
7534.8,-1422.64
7537.9,-1424.10
7541.1,-1425.96
7544.2,-1428.05
7547.3,-1430.69
7550.5,-1432.97
7553.6,-1435.12
7556.7,-1437.99
7559.8,-1441.01
7563.0,-1444.39
7566.1,-1448.93
7569.2,-1453.20
7572.4,-1457.16
7575.5,-1460.91
7578.6,-1464.50
7581.7,-1467.63
7584.9,-1471.59
7588.0,-1475.68
7591.1,-1480.21
7594.2,-1484.89
7597.4,-1489.29
7600.5,-1493.35
7603.6,-1497.54
7606.8,-1501.28
7609.9,-1505.46
7613.0,-1509.98
7616.1,-1514.42
7619.3,-1518.72
7622.4,-1523.23
7625.5,-1527.41
7628.6,-1531.26
7631.8,-1535.32
7634.9,-1539.27
7638.0,-1543.46
7641.2,-1547.98
7644.3,-1552.58
7647.4,-1556.77
7650.5,-1561.30
7653.7,-1565.47
7656.8,-1569.66
7659.9,-1574.31
7663.1,-1579.02
7666.2,-1583.93
7669.3,-1589.09
7672.4,-1594.87
7675.6,-1601.06
7678.7,-1607.62
7681.8,-1613.61
7684.9,-1619.63
7688.1,-1625.90
7691.2,-1632.19
7694.3,-1638.09
7697.5,-1644.74
7700.6,-1652.17
7703.7,-1660.35
7706.8,-1668.65
7710.0,-1677.20
7713.1,-1685.41
7716.2,-1694.06
7719.4,-1701.93
7722.5,-1709.23
7725.6,-1716.38
7728.7,-1723.17
7731.9,-1730.22
7735.0,-1737.68
7738.1,-1745.75
7741.3,-1754.08
7744.4,-1762.62
7747.5,-1770.46
7750.6,-1777.94
7753.8,-1785.55
7756.9,-1793.10
7760.0,-1800.39
7763.1,-1807.42
7766.3,-1814.59
7769.4,-1821.45
7772.5,-1828.52
7775.7,-1835.95
7778.8,-1843.99
7781.9,-1852.27
7785.0,-1861.30
7788.2,-1870.14
7791.3,-1879.01
7794.4,-1888.12
7797.6,-1897.55
7800.7,-1907.51
7803.8,-1918.43
7806.9,-1930.29
7810.1,-1942.83
7813.2,-1954.28
7816.3,-1964.28
7819.4,-1973.29
7822.6,-1981.35
7825.7,-1989.54
7828.8,-1998.69
7832.0,-2009.16
7835.1,-2021.79
7838.2,-2035.96
7841.3,-2051.24
7844.5,-2066.43
7847.6,-2082.05
7850.7,-2097.28
7853.9,-2112.06
7857.0,-2126.04
7860.1,-2140.60
7863.2,-2158.29
7866.4,-2180.18
7869.5,-2202.37
7872.6,-2223.18
7875.7,-2242.34
7878.9,-2259.31
7882.0,-2273.76
7885.1,-2286.32
7888.3,-2296.66
7891.4,-2305.31
7894.5,-2312.40
7897.6,-2318.29
7900.8,-2322.81
7903.9,-2326.59
7907.0,-2330.12
7910.1,-2332.69
7913.3,-2334.97
7916.4,-2336.64
7919.5,-2338.26
7922.7,-2339.36
7925.8,-2340.42
7928.9,-2340.81
7932.0,-2341.50
7935.2,-2341.72
7938.3,-2341.57
7941.4,-2341.27
7944.6,-2341.24
7947.7,-2341.05
7950.8,-2341.03
7953.9,-2341.15
7957.1,-2341.22
7960.2,-2340.95
7963.3,-2340.93
7966.4,-2340.48
7969.6,-2340.07
7972.7,-2339.84
7975.8,-2339.35
7979.0,-2338.98
7982.1,-2338.58
7985.2,-2338.24
7988.3,-2337.84
7991.5,-2337.59
7994.6,-2336.94
7997.7,-2336.73
8000.9,-2336.28
8004.0,-2336.24
8007.1,-2336.20
8010.2,-2336.41
8013.4,-2335.81
8016.5,-2335.49
8019.6,-2334.87
8022.8,-2334.73
8025.9,-2334.19
8029.0,-2334.68
8032.1,-2334.25
8035.3,-2334.64
8038.4,-2334.08
8041.5,-2334.09
8044.6,-2333.65
8047.8,-2333.68
8050.9,-2333.48
8054.0,-2334.03
8057.2,-2334.38
8060.3,-2334.64
8063.4,-2334.54
8066.5,-2334.40
8069.7,-2333.76
8072.8,-2333.77
8075.9,-2333.99
8079.1,-2333.83
8082.2,-2333.99
8085.3,-2334.26
8088.4,-2334.10
8091.6,-2333.95
8094.7,-2333.61
8097.8,-2332.97
8100.9,-2332.91
8104.1,-2333.11
8107.2,-2333.24
8110.3,-2333.28
8113.5,-2333.24
8116.6,-2332.94
8119.7,-2332.77
8122.8,-2332.63
8126.0,-2332.68
8129.1,-2333.04
8132.2,-2333.61
8135.4,-2333.50
8138.5,-2333.18
8141.6,-2332.65
8144.7,-2332.09
8147.9,-2331.71
8151.0,-2331.59
8154.1,-2331.24
8157.2,-2330.83
8160.4,-2330.22
8163.5,-2329.77
8166.6,-2329.67
8169.8,-2329.74
8172.9,-2329.67
8176.0,-2329.87
8179.1,-2329.97
8182.3,-2329.55
8185.4,-2329.01
8188.5,-2328.68
8191.6,-2327.93
8194.8,-2327.85
8197.9,-2327.75
8201.0,-2327.61
8204.2,-2327.34
8207.3,-2327.17
8210.4,-2326.93
8213.5,-2326.28
8216.7,-2325.79
8219.8,-2325.29
8222.9,-2325.50
8226.1,-2325.69
8229.2,-2325.99
8232.3,-2325.86
8235.4,-2325.46
8238.6,-2324.84
8241.7,-2324.54
8244.8,-2324.32
8248.0,-2324.13
8251.1,-2324.19
8254.2,-2324.08
8257.3,-2323.68
8260.5,-2323.48
8263.6,-2323.09
8266.7,-2322.86
8269.8,-2322.71
8273.0,-2323.01
8276.1,-2323.15
8279.2,-2323.51
8282.4,-2323.58
8285.5,-2323.44
8288.6,-2323.27
8291.7,-2323.23
8294.9,-2323.32
8298.0,-2323.80
8301.1,-2324.14
8304.3,-2323.92
8307.4,-2323.90
8310.5,-2323.26
8313.6,-2322.64
8316.8,-2322.31
8319.9,-2322.49
8323.0,-2322.44
8326.1,-2322.78
8329.3,-2323.00
8332.4,-2322.92
8335.5,-2322.49
8338.7,-2322.75
8341.8,-2322.79
8344.9,-2323.48
8348.0,-2323.98
8351.2,-2324.33
8354.3,-2324.52
8357.4,-2324.59
8360.5,-2324.28
